ObservationDate,Confirmed,Confirmed_Perc_Chg,Country
02/29/2020,0.7543859649122806,75.44%,France
03/01/2020,0.30000000000000004,30.00%,France
03/02/2020,0.46923076923076934,46.92%,France
03/03/2020,0.0680628272251309,6.81%,France
03/04/2020,0.3970588235294117,39.71%,France
03/05/2020,0.32280701754385954,32.28%,France
03/06/2020,0.7320954907161803,73.21%,France
03/07/2020,0.4532924961715161,45.33%,France
03/08/2020,0.18651211801896728,18.65%,France
03/09/2020,0.07371225577264662,7.37%,France
03/10/2020,0.4755996691480562,47.56%,France
03/11/2020,0.28026905829596416,28.03%,France
03/12/2020,0.0,0.00%,France
03/13/2020,0.6055166374781087,60.55%,France
03/14/2020,0.22170711753476957,22.17%,France
03/15/2020,0.007366071428571486,0.74%,France
03/16/2020,0.4735209395080877,47.35%,France
03/17/2020,0.15533834586466155,15.53%,France
03/18/2020,0.17818560458154376,17.82%,France
03/19/2020,0.20260715863897483,20.26%,France
03/20/2020,0.16038949108947276,16.04%,France
03/21/2020,0.13267891070297666,13.27%,France
03/22/2020,0.13321218898518317,13.32%,France
03/23/2020,0.24108794868632044,24.11%,France
03/24/2020,0.12418625453461218,12.42%,France
03/25/2020,0.13164176465387678,13.16%,France
03/26/2020,0.15433593749999996,15.43%,France
03/27/2020,0.13031707894825884,13.03%,France
03/28/2020,0.14079995209867668,14.08%,France
03/29/2020,0.06831124524340648,6.83%,France
03/30/2020,0.10960990468703935,10.96%,France
03/31/2020,0.1695151649324773,16.95%,France
04/01/2020,0.09317205217029167,9.32%,France
04/02/2020,0.03774957142115021,3.77%,France
04/03/2020,0.08798745181798462,8.80%,France
04/04/2020,0.39333149289899083,39.33%,France
04/05/2020,0.032196636139485646,3.22%,France
04/06/2020,0.05534642167788162,5.53%,France
04/07/2020,0.11218334124874962,11.22%,France
04/08/2020,0.03537909417162588,3.54%,France
04/09/2020,0.04231346361410693,4.23%,France
04/10/2020,0.06019481230163071,6.02%,France
04/11/2020,0.03808434777775127,3.81%,France
04/12/2020,0.022512564351664155,2.25%,France
04/13/2020,0.031458068377347104,3.15%,France
04/14/2020,-0.047245693563010005,-4.72%,France
04/15/2020,0.024520215284597358,2.45%,France
04/16/2020,0.09294705086861543,9.29%,France
02/01/2020,,nan%,Spain
02/02/2020,0.0,0.00%,Spain
02/03/2020,0.0,0.00%,Spain
02/04/2020,0.0,0.00%,Spain
02/05/2020,0.0,0.00%,Spain
02/06/2020,0.0,0.00%,Spain
02/07/2020,0.0,0.00%,Spain
02/08/2020,0.0,0.00%,Spain
02/09/2020,1.0,100.00%,Spain
02/10/2020,0.0,0.00%,Spain
02/11/2020,0.0,0.00%,Spain
02/12/2020,0.0,0.00%,Spain
02/13/2020,0.0,0.00%,Spain
02/14/2020,0.0,0.00%,Spain
02/15/2020,0.0,0.00%,Spain
02/16/2020,0.0,0.00%,Spain
02/17/2020,0.0,0.00%,Spain
02/18/2020,0.0,0.00%,Spain
02/19/2020,0.0,0.00%,Spain
02/20/2020,0.0,0.00%,Spain
02/21/2020,0.0,0.00%,Spain
02/22/2020,0.0,0.00%,Spain
02/23/2020,0.0,0.00%,Spain
02/24/2020,0.0,0.00%,Spain
02/25/2020,2.0,200.00%,Spain
02/26/2020,1.1666666666666665,116.67%,Spain
02/27/2020,0.15384615384615374,15.38%,Spain
02/28/2020,1.1333333333333333,113.33%,Spain
02/29/2020,0.40625,40.62%,Spain
03/01/2020,0.8666666666666667,86.67%,Spain
03/02/2020,0.4285714285714286,42.86%,Spain
03/03/2020,0.375,37.50%,Spain
03/04/2020,0.34545454545454546,34.55%,Spain
03/05/2020,0.16666666666666674,16.67%,Spain
03/06/2020,0.5444015444015444,54.44%,Spain
03/07/2020,0.25,25.00%,Spain
03/08/2020,0.3460000000000001,34.60%,Spain
03/09/2020,0.5943536404160477,59.44%,Spain
03/10/2020,0.5796831314072692,57.97%,Spain
03/11/2020,0.343362831858407,34.34%,Spain
03/12/2020,0.0,0.00%,Spain
03/13/2020,1.297760210803689,129.78%,Spain
03/14/2020,0.22152140672782883,22.15%,Spain
03/15/2020,0.22015334063526826,22.02%,Spain
03/16/2020,0.2749422928956142,27.49%,Spain
03/17/2020,0.18165359082679533,18.17%,Spain
03/18/2020,0.18403132448076276,18.40%,Spain
03/19/2020,0.29137311286844003,29.14%,Spain
03/20/2020,0.13622446139286315,13.62%,Spain
03/21/2020,0.2432141107300343,24.32%,Spain
03/22/2020,0.1272562465515883,12.73%,Spain
03/23/2020,0.22840261511030313,22.84%,Spain
03/24/2020,0.13516051912568305,13.52%,Spain
03/25/2020,0.24144415193681845,24.14%,Spain
03/26/2020,0.1670402908209634,16.70%,Spain
03/27/2020,0.1372823867372721,13.73%,Spain
03/28/2020,0.11436570854699557,11.44%,Spain
03/29/2020,0.09387587901959438,9.39%,Spain
03/30/2020,0.09794033204344021,9.79%,Spain
03/31/2020,0.09057938059939064,9.06%,Spain
04/01/2020,0.08543310780521884,8.54%,Spain
04/02/2020,0.0763268599089495,7.63%,Spain
04/03/2020,0.06365948333556415,6.37%,Spain
04/04/2020,0.05846525558100324,5.85%,Spain
04/05/2020,0.04341829941031006,4.34%,Spain
04/06/2020,0.03820093280464265,3.82%,Spain
04/07/2020,0.03853667459301269,3.85%,Spain
04/08/2020,0.044229333107889124,4.42%,Spain
04/09/2020,0.03374713264066931,3.37%,Spain
04/10/2020,0.03296523997859313,3.30%,Spain
04/11/2020,0.030036708724798356,3.00%,Spain
04/12/2020,0.0233335582449532,2.33%,Spain
04/13/2020,0.019588685556041652,1.96%,Spain
04/14/2020,0.01435634542237163,1.44%,Spain
04/15/2020,0.029575579137712138,2.96%,Spain
04/16/2020,0.04111593974465788,4.11%,Spain
02/25/2020,,nan%,Switzerland
02/26/2020,0.0,0.00%,Switzerland
02/27/2020,7.0,700.00%,Switzerland
02/28/2020,0.0,0.00%,Switzerland
02/29/2020,1.25,125.00%,Switzerland
03/01/2020,0.5,50.00%,Switzerland
03/02/2020,0.5555555555555556,55.56%,Switzerland
03/03/2020,0.33333333333333326,33.33%,Switzerland
03/04/2020,0.6071428571428572,60.71%,Switzerland
03/05/2020,0.2666666666666666,26.67%,Switzerland
03/06/2020,0.8771929824561404,87.72%,Switzerland
03/07/2020,0.25233644859813076,25.23%,Switzerland
03/08/2020,0.2574626865671641,25.75%,Switzerland
03/09/2020,0.10979228486646875,10.98%,Switzerland
03/10/2020,0.3128342245989304,31.28%,Switzerland
03/11/2020,0.32790224032586557,32.79%,Switzerland
03/12/2020,0.0,0.00%,Switzerland
03/13/2020,0.7469325153374233,74.69%,Switzerland
03/14/2020,0.1931518876207199,19.32%,Switzerland
03/15/2020,0.6188373804267844,61.88%,Switzerland
03/16/2020,0.0,0.00%,Switzerland
03/17/2020,0.2272727272727273,22.73%,Switzerland
03/18/2020,0.12148148148148152,12.15%,Switzerland
03/19/2020,0.34577278731836203,34.58%,Switzerland
03/20/2020,0.2991411042944785,29.91%,Switzerland
03/21/2020,0.24197204382319604,24.20%,Switzerland
03/22/2020,0.13673003802281358,13.67%,Switzerland
03/23/2020,0.17674605298367685,17.67%,Switzerland
03/24/2020,0.12302444570778848,12.30%,Switzerland
03/25/2020,0.10327022375215145,10.33%,Switzerland
03/26/2020,0.08387629622831971,8.39%,Switzerland
03/27/2020,0.0945728558123784,9.46%,Switzerland
03/28/2020,0.08879950495049505,8.88%,Switzerland
03/29/2020,0.05349531116794548,5.35%,Switzerland
03/30/2020,0.07370692561872016,7.37%,Switzerland
03/31/2020,0.04289662102750902,4.29%,Switzerland
04/01/2020,0.0700391448358928,7.00%,Switzerland
04/02/2020,0.05960153084196307,5.96%,Switzerland
04/03/2020,0.04137674616242637,4.14%,Switzerland
04/04/2020,0.04585331021115979,4.59%,Switzerland
04/05/2020,0.029017312850524224,2.90%,Switzerland
04/06/2020,0.0263981042654029,2.64%,Switzerland
04/07/2020,0.02751997044835397,2.75%,Switzerland
04/08/2020,0.04615108075315688,4.62%,Switzerland
04/09/2020,0.03311855670103103,3.31%,Switzerland
04/10/2020,0.02078915637603429,2.08%,Switzerland
04/11/2020,0.02264673536719486,2.26%,Switzerland
04/12/2020,0.012267495120882543,1.23%,Switzerland
04/13/2020,0.010741687979539671,1.07%,Switzerland
04/14/2020,0.009654313298038009,0.97%,Switzerland
04/15/2020,0.015422578655151176,1.54%,Switzerland
04/16/2020,0.015036452004860257,1.50%,Switzerland
01/31/2020,,nan%,UK
02/01/2020,0.0,0.00%,UK
02/02/2020,0.0,0.00%,UK
02/03/2020,0.0,0.00%,UK
02/04/2020,0.0,0.00%,UK
02/05/2020,0.0,0.00%,UK
02/06/2020,0.0,0.00%,UK
02/07/2020,0.5,50.00%,UK
02/08/2020,0.0,0.00%,UK
02/09/2020,0.0,0.00%,UK
02/10/2020,1.6666666666666665,166.67%,UK
02/11/2020,0.0,0.00%,UK
02/12/2020,0.125,12.50%,UK
02/13/2020,0.0,0.00%,UK
02/14/2020,0.0,0.00%,UK
02/15/2020,0.0,0.00%,UK
02/16/2020,0.0,0.00%,UK
02/17/2020,0.0,0.00%,UK
02/18/2020,0.0,0.00%,UK
02/19/2020,0.0,0.00%,UK
02/20/2020,0.0,0.00%,UK
02/21/2020,0.0,0.00%,UK
02/22/2020,0.0,0.00%,UK
02/23/2020,0.0,0.00%,UK
02/24/2020,0.4444444444444444,44.44%,UK
02/25/2020,0.0,0.00%,UK
02/26/2020,0.0,0.00%,UK
02/27/2020,0.15384615384615374,15.38%,UK
02/28/2020,0.33333333333333326,33.33%,UK
02/29/2020,0.1499999999999999,15.00%,UK
03/01/2020,0.5652173913043479,56.52%,UK
03/02/2020,0.11111111111111116,11.11%,UK
03/03/2020,0.2749999999999999,27.50%,UK
03/04/2020,0.6666666666666667,66.67%,UK
03/05/2020,0.3529411764705883,35.29%,UK
03/06/2020,0.4173913043478261,41.74%,UK
03/07/2020,0.2638036809815951,26.38%,UK
03/08/2020,0.325242718446602,32.52%,UK
03/09/2020,0.17582417582417587,17.58%,UK
03/10/2020,0.190031152647975,19.00%,UK
03/11/2020,0.20157068062827221,20.16%,UK
03/12/2020,0.0,0.00%,UK
03/13/2020,0.7450980392156863,74.51%,UK
03/14/2020,0.4269662921348314,42.70%,UK
03/15/2020,0.0008748906386701893,0.09%,UK
03/16/2020,0.35576923076923084,35.58%,UK
03/17/2020,0.2637008381689232,26.37%,UK
03/18/2020,0.34795918367346945,34.80%,UK
03/19/2020,0.028009084027251996,2.80%,UK
03/20/2020,0.4779086892488955,47.79%,UK
03/21/2020,0.2623318385650224,26.23%,UK
03/22/2020,0.13301756463390557,13.30%,UK
03/23/2020,0.17157289670789067,17.16%,UK
03/24/2020,0.21379720487659837,21.38%,UK
03/25/2020,0.1807937285644292,18.08%,UK
03/26/2020,0.22531120331950216,22.53%,UK
03/27/2020,0.24830680663731797,24.83%,UK
03/28/2020,0.17409291285181427,17.41%,UK
03/29/2020,0.1425600739371533,14.26%,UK
03/30/2020,0.13513650151668344,13.51%,UK
03/31/2020,0.13485948425600136,13.49%,UK
04/01/2020,0.17204976256818805,17.20%,UK
04/02/2020,0.14424912104470122,14.42%,UK
04/03/2020,0.13215111345214048,13.22%,UK
04/04/2020,0.09790896637287094,9.79%,UK
04/05/2020,0.14028768510017176,14.03%,UK
04/06/2020,0.07934181187546452,7.93%,UK
04/07/2020,0.07020027161957954,7.02%,UK
04/08/2020,0.0987506479114908,9.88%,UK
04/09/2020,0.07154244070664029,7.15%,UK
04/10/2020,0.13257529754675734,13.26%,UK
04/11/2020,0.07062529321091082,7.06%,UK
04/12/2020,0.06675513934446764,6.68%,UK
04/13/2020,0.05121705044245717,5.12%,UK
04/14/2020,0.05889248632354582,5.89%,UK
04/15/2020,0.04890083820971047,4.89%,UK
04/16/2020,0.04686227797714193,4.69%,UK
